,first_top_up_date,second_top_up_date,segment,survival_in_days,status
7045,2022-03-22,,fast,9.0,False
5497,2022-01-31,2022-03-04,regular,32.0,True
1225,2022-03-17,,regular,14.0,False
2214,2022-01-27,,regular,63.0,False
8573,2022-03-25,,fast,6.0,False
5277,2022-02-05,2022-03-11,regular,34.0,True
6123,2022-02-03,,regular,56.0,False
5536,2022-02-26,,regular,33.0,False
2790,2022-03-29,,regular,2.0,False
4629,2022-02-06,,regular,53.0,False
2519,2022-01-05,2022-01-25,regular,20.0,True
5323,2022-03-21,,regular,10.0,False
9482,2022-02-23,,chunk,36.0,False
356,2022-01-04,2022-01-30,regular,26.0,True
3500,2022-02-21,2022-03-30,regular,37.0,True
2168,2022-03-21,,regular,10.0,False
5336,2022-02-13,2022-03-12,regular,27.0,True
8711,2022-03-20,,fast,11.0,False
8886,2022-03-26,,fast,5.0,False
7340,2022-01-11,,fast,79.0,False
2872,2022-03-19,,regular,12.0,False
2542,2022-01-04,2022-02-05,regular,32.0,True
8888,2022-03-07,2022-03-30,fast,23.0,True
7878,2022-01-26,2022-02-18,fast,23.0,True
2417,2022-02-15,2022-03-05,regular,18.0,True
5614,2022-02-26,,regular,33.0,False
4298,2022-03-20,,regular,11.0,False
1251,2022-03-23,,regular,8.0,False
3635,2022-01-16,,regular,74.0,False
4907,2022-01-12,,regular,78.0,False
3229,2022-01-05,2022-02-02,regular,28.0,True
1883,2022-02-18,2022-03-16,regular,26.0,True
4225,2022-01-19,,regular,71.0,False
3600,2022-02-21,2022-03-25,regular,32.0,True
7208,2022-03-28,,fast,3.0,False
8345,2022-03-25,,fast,6.0,False
141,2022-03-16,,regular,15.0,False
2374,2022-02-16,,regular,43.0,False
9377,2022-01-05,,chunk,85.0,False
688,2022-01-18,2022-02-11,regular,24.0,True
1329,2022-03-18,,regular,13.0,False
670,2022-02-19,2022-03-21,regular,30.0,True
9096,2022-03-26,,chunk,5.0,False
6847,2022-01-18,,regular,72.0,False
1449,2022-01-12,2022-02-10,regular,29.0,True
6883,2022-03-24,,regular,7.0,False
5391,2022-01-29,2022-02-23,regular,25.0,True
2745,2022-02-13,,regular,46.0,False
4288,2022-01-20,2022-02-23,regular,34.0,True
9332,2022-02-19,,chunk,40.0,False
5551,2022-03-12,,regular,19.0,False
9692,2022-02-28,,chunk,31.0,False
8324,2022-01-11,2022-02-26,fast,46.0,True
2215,2022-03-01,,regular,30.0,False
617,2022-01-28,,regular,62.0,False
5041,2022-03-17,,regular,14.0,False
1266,2022-01-11,,regular,79.0,False
7956,2022-01-10,2022-02-02,fast,23.0,True
5205,2022-03-13,,regular,18.0,False
8153,2022-03-25,,fast,6.0,False
2870,2022-02-08,2022-03-04,regular,24.0,True
3100,2022-01-18,2022-02-07,regular,20.0,True
7473,2022-01-21,,fast,69.0,False
6938,2022-01-17,2022-02-13,regular,27.0,True
370,2022-02-15,,regular,44.0,False
2568,2022-02-11,,regular,48.0,False
1466,2022-02-14,,regular,45.0,False
6929,2022-02-05,2022-03-05,regular,28.0,True
6796,2022-01-26,,regular,64.0,False
5211,2022-01-10,2022-02-09,regular,30.0,True
9154,2022-02-07,,chunk,52.0,False
3371,2022-03-02,,regular,29.0,False
9429,2022-02-24,,chunk,35.0,False
7032,2022-03-01,2022-03-04,fast,3.0,True
3295,2022-03-23,,regular,8.0,False
4575,2022-02-13,,regular,46.0,False
3339,2022-01-27,,regular,63.0,False
7069,2022-01-09,,fast,81.0,False
9314,2022-02-09,,chunk,50.0,False
7990,2022-02-04,,fast,55.0,False
8444,2022-03-11,2022-03-18,fast,7.0,True
9659,2022-03-28,,chunk,3.0,False
4699,2022-01-18,2022-02-21,regular,34.0,True
8521,2022-03-05,2022-03-19,fast,14.0,True
4357,2022-03-02,,regular,29.0,False
2450,2022-02-01,,regular,58.0,False
8838,2022-01-03,2022-01-20,fast,17.0,True
1194,2022-02-06,2022-03-13,regular,35.0,True
2278,2022-01-26,2022-02-27,regular,32.0,True
441,2022-02-13,,regular,46.0,False
6482,2022-03-28,,regular,3.0,False
9705,2022-02-22,,chunk,37.0,False
6549,2022-03-22,,regular,9.0,False
1573,2022-01-16,,regular,74.0,False
3647,2022-03-01,,regular,30.0,False
371,2022-03-27,,regular,4.0,False
8,2022-02-04,2022-03-03,regular,27.0,True
107,2022-02-26,,regular,33.0,False
9821,2022-01-26,,chunk,64.0,False
5514,2022-01-11,2022-02-20,regular,40.0,True
2757,2022-03-14,,regular,17.0,False
365,2022-03-28,,regular,3.0,False
7437,2022-03-27,,fast,4.0,False
7671,2022-01-22,2022-02-07,fast,16.0,True
5586,2022-03-11,,regular,20.0,False
5210,2022-03-21,,regular,10.0,False
3761,2022-01-09,2022-02-13,regular,35.0,True
5669,2022-01-04,2022-02-08,regular,35.0,True
6516,2022-02-11,2022-03-15,regular,32.0,True
9527,2022-03-11,,chunk,20.0,False
7845,2022-01-22,2022-01-28,fast,6.0,True
5564,2022-01-06,,regular,84.0,False
6508,2022-03-27,,regular,4.0,False
1934,2022-01-11,2022-02-11,regular,31.0,True
1220,2022-02-24,,regular,35.0,False
9130,2022-03-08,,chunk,23.0,False
2423,2022-03-24,,regular,7.0,False
7680,2022-02-23,,fast,36.0,False
7715,2022-01-13,2022-02-01,fast,19.0,True
3303,2022-01-15,2022-02-24,regular,40.0,True
4480,2022-02-14,2022-03-08,regular,22.0,True
3572,2022-02-26,2022-03-31,regular,33.0,True
6811,2022-01-20,2022-03-02,regular,41.0,True
7673,2022-01-24,2022-02-19,fast,26.0,True
5341,2022-01-08,,regular,82.0,False
4717,2022-01-26,2022-02-09,regular,14.0,True
9671,2022-01-26,,chunk,64.0,False
1047,2022-03-09,,regular,22.0,False
9339,2022-01-27,,chunk,63.0,False
4379,2022-01-12,2022-02-04,regular,23.0,True
1093,2022-03-19,,regular,12.0,False
7720,2022-01-19,2022-02-20,fast,32.0,True
5346,2022-01-24,,regular,66.0,False
5928,2022-02-20,2022-03-11,regular,19.0,True
9799,2022-02-04,,chunk,55.0,False
9535,2022-01-31,2022-03-28,chunk,56.0,True
5618,2022-01-04,,regular,86.0,False
9142,2022-03-03,,chunk,28.0,False
2794,2022-03-26,,regular,5.0,False
5978,2022-01-19,2022-02-14,regular,26.0,True
2439,2022-01-18,2022-02-15,regular,28.0,True
3260,2022-03-25,,regular,6.0,False
7130,2022-02-17,2022-02-23,fast,6.0,True
2000,2022-02-23,,regular,36.0,False
8320,2022-03-08,2022-03-26,fast,18.0,True
302,2022-03-12,2022-03-29,regular,17.0,True
7529,2022-01-16,2022-01-27,fast,11.0,True
9669,2022-02-06,,chunk,53.0,False
308,2022-02-01,2022-03-06,regular,33.0,True
6665,2022-01-08,2022-01-24,regular,16.0,True
4548,2022-02-10,2022-03-16,regular,34.0,True
7155,2022-01-18,2022-02-16,fast,29.0,True
1787,2022-01-05,2022-02-01,regular,27.0,True
1699,2022-03-05,,regular,26.0,False
7262,2022-03-24,,fast,7.0,False
3435,2022-03-01,,regular,30.0,False
6795,2022-01-31,2022-03-09,regular,37.0,True
5470,2022-01-14,2022-02-17,regular,34.0,True
6675,2022-01-05,2022-02-13,regular,39.0,True
1303,2022-02-19,2022-03-17,regular,26.0,True
3998,2022-03-13,,regular,18.0,False
6302,2022-03-07,,regular,24.0,False
6761,2022-03-02,2022-03-28,regular,26.0,True
4572,2022-01-09,2022-02-14,regular,36.0,True
6446,2022-01-01,2022-01-28,regular,27.0,True
9012,2022-01-02,2022-02-24,chunk,53.0,True
1814,2022-03-07,2022-03-30,regular,23.0,True
422,2022-01-10,2022-01-30,regular,20.0,True
5561,2022-01-31,2022-02-24,regular,24.0,True
2384,2022-02-17,2022-03-28,regular,39.0,True
297,2022-01-23,,regular,67.0,False
8706,2022-03-30,,fast,1.0,False
9042,2022-03-21,,chunk,10.0,False
1117,2022-03-17,,regular,14.0,False
602,2022-01-01,2022-01-21,regular,20.0,True
6705,2022-02-06,2022-03-16,regular,38.0,True
3317,2022-03-21,,regular,10.0,False
3123,2022-01-19,2022-02-15,regular,27.0,True
996,2022-03-22,,regular,9.0,False
3238,2022-01-04,,regular,86.0,False
3646,2022-01-29,,regular,61.0,False
4693,2022-01-07,,regular,83.0,False
3726,2022-01-26,2022-02-16,regular,21.0,True
8396,2022-01-01,2022-02-17,fast,47.0,True
6316,2022-02-09,,regular,50.0,False
2351,2022-01-05,2022-02-03,regular,29.0,True
2842,2022-02-13,2022-03-05,regular,20.0,True
7919,2022-03-16,,fast,15.0,False
7228,2022-02-15,2022-03-12,fast,25.0,True
5916,2022-01-15,2022-02-18,regular,34.0,True
7915,2022-02-10,2022-02-17,fast,7.0,True
8370,2022-01-29,,fast,61.0,False
9167,2022-03-28,,chunk,3.0,False
6961,2022-02-04,2022-03-02,regular,26.0,True
6057,2022-01-28,2022-02-24,regular,27.0,True
3234,2022-02-06,,regular,53.0,False
8205,2022-03-09,,fast,22.0,False
685,2022-03-24,,regular,7.0,False
5644,2022-02-13,2022-03-05,regular,20.0,True
4547,2022-02-26,2022-03-28,regular,30.0,True
886,2022-03-02,2022-03-29,regular,27.0,True
947,2022-03-30,,regular,1.0,False
8176,2022-03-03,2022-03-22,fast,19.0,True
7000,2022-01-09,2022-02-20,fast,42.0,True
7358,2022-02-27,,fast,32.0,False
4743,2022-01-12,2022-02-14,regular,33.0,True
440,2022-01-12,,regular,78.0,False
3602,2022-03-04,,regular,27.0,False
2436,2022-02-28,2022-03-23,regular,23.0,True
9397,2022-03-27,,chunk,4.0,False
2239,2022-03-15,,regular,16.0,False
2673,2022-01-23,2022-02-16,regular,24.0,True
5749,2022-03-14,,regular,17.0,False
3145,2022-01-30,2022-03-06,regular,35.0,True
3151,2022-03-23,,regular,8.0,False
9306,2022-03-18,,chunk,13.0,False
4586,2022-02-16,2022-03-16,regular,28.0,True
2347,2022-03-29,,regular,2.0,False
9335,2022-02-28,,chunk,31.0,False
4405,2022-01-11,2022-02-09,regular,29.0,True
846,2022-01-11,2022-02-03,regular,23.0,True
9475,2022-03-20,,chunk,11.0,False
2187,2022-01-07,,regular,83.0,False
3343,2022-01-04,2022-02-10,regular,37.0,True
4376,2022-03-06,,regular,25.0,False
6036,2022-02-19,2022-03-30,regular,39.0,True
9486,2022-03-19,,chunk,12.0,False
4789,2022-01-22,2022-03-05,regular,42.0,True
6602,2022-02-03,,regular,56.0,False
989,2022-03-30,,regular,1.0,False
114,2022-02-03,2022-03-07,regular,32.0,True
9650,2022-03-13,,chunk,18.0,False
3174,2022-03-10,,regular,21.0,False
5649,2022-03-11,,regular,20.0,False
7775,2022-02-07,2022-03-05,fast,26.0,True
7792,2022-03-12,,fast,19.0,False
7684,2022-03-26,,fast,5.0,False
8511,2022-01-11,2022-02-21,fast,41.0,True
8955,2022-01-22,2022-02-14,fast,23.0,True
4853,2022-01-17,,regular,73.0,False
3305,2022-03-28,,regular,3.0,False
1696,2022-01-18,2022-02-20,regular,33.0,True
5171,2022-02-01,,regular,58.0,False
5560,2022-03-04,,regular,27.0,False
5903,2022-03-21,,regular,10.0,False
3825,2022-02-27,,regular,32.0,False
6493,2022-01-19,2022-02-17,regular,29.0,True
6865,2022-03-20,,regular,11.0,False
66,2022-02-20,2022-03-17,regular,25.0,True
8984,2022-01-26,2022-02-13,fast,18.0,True
7913,2022-03-18,,fast,13.0,False
6693,2022-03-10,,regular,21.0,False
1204,2022-01-19,2022-02-10,regular,22.0,True
2968,2022-02-05,2022-03-07,regular,30.0,True
1126,2022-02-14,,regular,45.0,False
4634,2022-02-12,2022-03-22,regular,38.0,True
7652,2022-02-03,2022-02-26,fast,23.0,True
3142,2022-01-13,2022-02-09,regular,27.0,True
7381,2022-03-09,2022-03-25,fast,16.0,True
1490,2022-01-15,2022-02-21,regular,37.0,True
2890,2022-02-08,,regular,51.0,False
1557,2022-01-24,2022-03-02,regular,37.0,True
9235,2022-02-28,,chunk,31.0,False
5183,2022-02-02,2022-03-08,regular,34.0,True
325,2022-01-19,2022-02-12,regular,24.0,True
2559,2022-02-19,2022-03-14,regular,23.0,True
3563,2022-01-07,,regular,83.0,False
7295,2022-03-13,,fast,18.0,False
2667,2022-02-20,2022-03-20,regular,28.0,True
2672,2022-03-20,,regular,11.0,False
4287,2022-02-05,,regular,54.0,False
6376,2022-01-13,,regular,77.0,False
137,2022-03-24,,regular,7.0,False
1790,2022-02-20,2022-03-10,regular,18.0,True
1748,2022-02-25,2022-03-27,regular,30.0,True
3614,2022-02-18,,regular,41.0,False
4815,2022-02-21,,regular,38.0,False
5020,2022-02-01,2022-03-05,regular,32.0,True
3926,2022-03-02,2022-03-29,regular,27.0,True
8983,2022-02-25,2022-03-14,fast,17.0,True
5984,2022-02-25,2022-03-24,regular,27.0,True
4554,2022-01-08,2022-02-12,regular,35.0,True
8740,2022-02-24,2022-03-07,fast,11.0,True
969,2022-01-21,2022-02-26,regular,36.0,True
4959,2022-01-06,,regular,84.0,False
3819,2022-01-09,2022-02-03,regular,25.0,True
7336,2022-01-01,2022-01-26,fast,25.0,True
4420,2022-03-30,,regular,1.0,False
5677,2022-01-30,2022-02-06,regular,7.0,True
57,2022-03-12,,regular,19.0,False
9829,2022-01-26,2022-03-26,chunk,59.0,True
1569,2022-02-15,2022-03-13,regular,26.0,True
5829,2022-01-03,2022-01-25,regular,22.0,True
6297,2022-02-13,2022-03-18,regular,33.0,True
2202,2022-01-02,2022-01-25,regular,23.0,True
3065,2022-02-03,,regular,56.0,False
9984,2022-01-31,,chunk,59.0,False
926,2022-02-11,2022-03-13,regular,30.0,True
6519,2022-02-07,2022-03-16,regular,37.0,True
1580,2022-03-04,,regular,27.0,False
5907,2022-02-14,,regular,45.0,False
1739,2022-01-03,2022-02-14,regular,42.0,True
6859,2022-02-18,2022-03-22,regular,32.0,True
7757,2022-03-03,,fast,28.0,False
7297,2022-01-30,2022-02-12,fast,13.0,True
9641,2022-02-23,,chunk,36.0,False
6677,2022-03-24,,regular,7.0,False
4756,2022-01-07,2022-02-05,regular,29.0,True
4787,2022-02-04,2022-03-15,regular,39.0,True
6094,2022-02-15,2022-03-08,regular,21.0,True
5642,2022-01-17,2022-02-16,regular,30.0,True
7869,2022-01-26,2022-02-14,fast,19.0,True
8095,2022-03-01,2022-03-16,fast,15.0,True
4238,2022-02-09,2022-02-23,regular,14.0,True
7132,2022-03-25,,fast,6.0,False
1967,2022-01-25,2022-03-03,regular,37.0,True
5593,2022-02-18,2022-03-20,regular,30.0,True
3499,2022-02-09,,regular,50.0,False
8422,2022-02-11,2022-03-10,fast,27.0,True
4434,2022-02-26,2022-03-24,regular,26.0,True
7286,2022-01-20,2022-01-25,fast,5.0,True
3760,2022-01-22,,regular,68.0,False
5071,2022-03-27,,regular,4.0,False
5808,2022-02-18,2022-03-24,regular,34.0,True
3135,2022-03-04,,regular,27.0,False
9682,2022-02-09,,chunk,50.0,False
878,2022-03-01,,regular,30.0,False
347,2022-01-17,2022-02-10,regular,24.0,True
3522,2022-01-08,2022-02-05,regular,28.0,True
6140,2022-03-04,,regular,27.0,False
5438,2022-02-28,,regular,31.0,False
2048,2022-02-04,2022-03-13,regular,37.0,True
4685,2022-02-13,,regular,46.0,False
6235,2022-03-05,,regular,26.0,False
7888,2022-01-26,2022-03-03,fast,36.0,True
7530,2022-01-13,2022-02-16,fast,34.0,True
3579,2022-03-25,,regular,6.0,False
678,2022-02-02,,regular,57.0,False
6066,2022-02-06,2022-03-07,regular,29.0,True
7131,2022-01-10,,fast,80.0,False
4203,2022-01-08,,regular,82.0,False
9133,2022-02-20,,chunk,39.0,False
7333,2022-01-28,2022-03-19,fast,50.0,True
6576,2022-03-12,,regular,19.0,False
5856,2022-03-12,,regular,19.0,False
6272,2022-02-20,2022-03-21,regular,29.0,True
1455,2022-01-16,2022-02-13,regular,28.0,True
783,2022-01-16,,regular,74.0,False
9763,2022-01-21,,chunk,69.0,False
8593,2022-03-02,2022-03-14,fast,12.0,True
6162,2022-01-02,,regular,88.0,False
3655,2022-01-09,2022-02-15,regular,37.0,True
6017,2022-02-14,2022-03-03,regular,17.0,True
975,2022-03-12,,regular,19.0,False
8810,2022-03-16,,fast,15.0,False
2157,2022-02-18,,regular,41.0,False
9435,2022-02-14,,chunk,45.0,False
2485,2022-03-26,,regular,5.0,False
1227,2022-02-05,2022-03-10,regular,33.0,True
7352,2022-02-14,,fast,45.0,False
6902,2022-01-20,,regular,70.0,False
2785,2022-03-18,,regular,13.0,False
4602,2022-02-28,,regular,31.0,False
6340,2022-01-30,2022-03-08,regular,37.0,True
429,2022-01-28,,regular,62.0,False
9354,2022-02-09,,chunk,50.0,False
8950,2022-02-23,,fast,36.0,False
6875,2022-02-23,,regular,36.0,False
6526,2022-01-12,2022-02-14,regular,33.0,True
5639,2022-03-23,,regular,8.0,False
3811,2022-01-29,,regular,61.0,False
7730,2022-01-25,,fast,65.0,False
8389,2022-02-10,2022-03-07,fast,25.0,True
1,2022-03-17,,regular,14.0,False
9481,2022-02-02,2022-03-29,chunk,55.0,True
6071,2022-03-24,,regular,7.0,False
8917,2022-03-30,,fast,1.0,False
3378,2022-03-06,,regular,25.0,False
3738,2022-01-10,,regular,80.0,False
9275,2022-01-03,2022-02-19,chunk,47.0,True
5008,2022-03-25,,regular,6.0,False
4804,2022-01-18,,regular,72.0,False
968,2022-02-02,2022-03-05,regular,31.0,True
3104,2022-03-29,,regular,2.0,False
8160,2022-02-23,2022-03-18,fast,23.0,True
8373,2022-02-04,2022-02-17,fast,13.0,True
2934,2022-02-05,2022-03-03,regular,26.0,True
7329,2022-01-10,,fast,80.0,False
3661,2022-03-27,,regular,4.0,False
3652,2022-02-07,,regular,52.0,False
5473,2022-01-11,,regular,79.0,False
7632,2022-02-09,2022-02-17,fast,8.0,True
9886,2022-01-13,2022-03-13,chunk,59.0,True
2268,2022-01-25,2022-02-28,regular,34.0,True
6542,2022-02-28,,regular,31.0,False
4726,2022-01-28,,regular,62.0,False
4167,2022-03-24,,regular,7.0,False
2580,2022-03-28,,regular,3.0,False
8270,2022-01-10,2022-02-17,fast,38.0,True
8677,2022-01-26,,fast,64.0,False
3561,2022-01-27,2022-02-18,regular,22.0,True
8300,2022-03-24,,fast,7.0,False
4534,2022-03-02,2022-03-18,regular,16.0,True
804,2022-01-25,2022-02-24,regular,30.0,True
2945,2022-03-20,,regular,11.0,False
5016,2022-03-01,,regular,30.0,False
5846,2022-03-21,,regular,10.0,False
2210,2022-01-31,2022-03-04,regular,32.0,True
5822,2022-03-30,,regular,1.0,False
5400,2022-01-20,,regular,70.0,False
6247,2022-02-08,2022-03-15,regular,35.0,True
9136,2022-01-11,2022-03-05,chunk,53.0,True
3426,2022-01-13,2022-02-08,regular,26.0,True
6250,2022-03-23,,regular,8.0,False
7278,2022-03-11,,fast,20.0,False
912,2022-02-03,,regular,56.0,False
1685,2022-01-25,2022-02-26,regular,32.0,True
152,2022-02-01,2022-03-09,regular,36.0,True
5447,2022-03-04,,regular,27.0,False
3326,2022-03-01,,regular,30.0,False
7173,2022-02-22,2022-03-18,fast,24.0,True
7066,2022-03-12,,fast,19.0,False
775,2022-01-31,,regular,59.0,False
3228,2022-02-27,,regular,32.0,False
5309,2022-01-29,2022-03-10,regular,40.0,True
5573,2022-03-14,,regular,17.0,False
7802,2022-01-27,2022-02-15,fast,19.0,True
3630,2022-01-26,2022-02-19,regular,24.0,True
1363,2022-01-07,2022-01-16,regular,9.0,True
9466,2022-03-23,,chunk,8.0,False
6960,2022-01-08,2022-01-31,regular,23.0,True
3654,2022-02-15,2022-03-14,regular,27.0,True
5117,2022-01-02,2022-02-11,regular,40.0,True
9315,2022-01-19,,chunk,71.0,False
1770,2022-02-18,2022-02-28,regular,10.0,True
6908,2022-01-03,2022-02-05,regular,33.0,True
6448,2022-02-02,,regular,57.0,False
4608,2022-01-17,,regular,73.0,False
9425,2022-02-26,,chunk,33.0,False
5860,2022-01-21,2022-02-05,regular,15.0,True
6188,2022-01-08,2022-02-12,regular,35.0,True
127,2022-03-01,2022-03-28,regular,27.0,True
2886,2022-03-14,,regular,17.0,False
9694,2022-01-04,,chunk,86.0,False
8480,2022-01-04,2022-01-28,fast,24.0,True
8519,2022-02-01,2022-02-14,fast,13.0,True
6714,2022-02-13,2022-03-13,regular,28.0,True
8361,2022-03-19,,fast,12.0,False
3718,2022-02-20,2022-03-28,regular,36.0,True
2845,2022-01-30,,regular,60.0,False
2346,2022-03-14,2022-03-26,regular,12.0,True
4607,2022-02-06,2022-03-10,regular,32.0,True
7268,2022-01-15,,fast,75.0,False
2971,2022-01-21,2022-02-22,regular,32.0,True
8689,2022-02-19,2022-03-21,fast,30.0,True
1446,2022-03-10,,regular,21.0,False
5747,2022-02-17,,regular,42.0,False
9226,2022-02-07,,chunk,52.0,False
1996,2022-01-14,2022-02-17,regular,34.0,True
7223,2022-03-06,2022-03-14,fast,8.0,True
8236,2022-01-13,2022-02-12,fast,30.0,True
6078,2022-01-01,2022-02-07,regular,37.0,True
4900,2022-03-19,,regular,12.0,False
2859,2022-01-09,2022-01-30,regular,21.0,True
9427,2022-01-04,,chunk,86.0,False
8964,2022-01-23,2022-01-28,fast,5.0,True
675,2022-01-03,2022-02-04,regular,32.0,True
5703,2022-03-28,,regular,3.0,False
3509,2022-03-03,,regular,28.0,False
8390,2022-02-12,,fast,47.0,False
3813,2022-01-30,,regular,60.0,False
8056,2022-03-12,2022-03-23,fast,11.0,True
9417,2022-02-01,,chunk,58.0,False
2643,2022-03-25,,regular,6.0,False
8338,2022-03-17,,fast,14.0,False
177,2022-02-22,2022-03-22,regular,28.0,True
9646,2022-03-24,,chunk,7.0,False
9241,2022-01-19,,chunk,71.0,False
8907,2022-02-23,2022-03-30,fast,35.0,True
7501,2022-02-14,2022-02-22,fast,8.0,True
8809,2022-03-30,,fast,1.0,False
3710,2022-03-16,,regular,15.0,False
1128,2022-02-13,2022-02-28,regular,15.0,True
6764,2022-02-27,2022-03-22,regular,23.0,True
4065,2022-01-19,2022-02-12,regular,24.0,True
680,2022-02-18,2022-03-20,regular,30.0,True
7084,2022-01-14,2022-02-21,fast,38.0,True
5413,2022-02-25,,regular,34.0,False
1171,2022-01-11,,regular,79.0,False
6465,2022-01-11,2022-02-02,regular,22.0,True
1037,2022-02-12,,regular,47.0,False
9706,2022-03-11,,chunk,20.0,False
7427,2022-02-23,,fast,36.0,False
9937,2022-01-11,2022-03-13,chunk,61.0,True
674,2022-02-17,,regular,42.0,False
7249,2022-02-07,,fast,52.0,False
7086,2022-02-26,,fast,33.0,False
3257,2022-03-29,,regular,2.0,False
9336,2022-03-10,,chunk,21.0,False
3313,2022-03-20,,regular,11.0,False
831,2022-02-16,,regular,43.0,False
4495,2022-01-23,2022-02-27,regular,35.0,True
7281,2022-03-06,2022-03-29,fast,23.0,True
7162,2022-01-16,2022-01-24,fast,8.0,True
2344,2022-02-11,,regular,48.0,False
266,2022-03-28,,regular,3.0,False
8539,2022-03-26,,fast,5.0,False
4843,2022-01-16,2022-02-21,regular,36.0,True
5577,2022-02-11,,regular,48.0,False
8344,2022-01-18,2022-02-04,fast,17.0,True
1337,2022-03-11,,regular,20.0,False
3187,2022-01-01,,regular,89.0,False
6950,2022-01-24,,regular,66.0,False
65,2022-01-29,2022-02-25,regular,27.0,True
7280,2022-02-20,2022-02-25,fast,5.0,True
2731,2022-02-25,2022-03-23,regular,26.0,True
7686,2022-01-05,2022-01-11,fast,6.0,True
175,2022-01-04,2022-02-02,regular,29.0,True
8542,2022-03-03,2022-03-21,fast,18.0,True
619,2022-03-23,,regular,8.0,False
45,2022-01-12,2022-02-04,regular,23.0,True
3556,2022-02-24,2022-03-16,regular,20.0,True
4924,2022-01-08,,regular,82.0,False
656,2022-02-19,2022-03-07,regular,16.0,True
4884,2022-03-17,,regular,14.0,False
3574,2022-02-08,2022-03-06,regular,26.0,True
5286,2022-01-31,2022-02-28,regular,28.0,True
5262,2022-02-02,2022-03-02,regular,28.0,True
209,2022-03-20,,regular,11.0,False
6331,2022-03-23,,regular,8.0,False
1406,2022-01-04,2022-02-13,regular,40.0,True
657,2022-03-05,,regular,26.0,False
4858,2022-02-04,2022-03-09,regular,33.0,True
1275,2022-02-22,,regular,37.0,False
2941,2022-01-21,2022-02-13,regular,23.0,True
8432,2022-03-28,,fast,3.0,False
3246,2022-02-27,,regular,32.0,False
8922,2022-01-14,2022-01-25,fast,11.0,True
